data/C18_641.wav	拴线时先拴左腕同时要举起右手拴右腕时要举起左手
data/A32_246.wav	对那些贫难侨曾建恩更是关怀备至平时给照顾不说碰到临时困难尤为关心
data/C31_542.wav	新华社平壤一月十四日消息平壤地区日前严冬似暖春出现近百年未曾有过的冬暖现象
data/C23_534.wav	老信客正好要给远亲送一份礼就下窄窄的一条红绸捆扎礼品图个好看
data/A22_55.wav	同月首批苏联武器装备用快艇从黑海的敖得萨港运达广州
data/A36_184.wav	南沙之夜他望着月色下的波涛惦记着千里之遥的江淮灾民彻夜未眠
data/C6_672.wav	最后按专业组业余青年组业余中老年组分别产生冠军三人亚军六人季军九人
data/A6_107.wav	香港演艺圈欢迎毛阿敏加盟无线台与华星一些重大的演唱活动都邀请她出场有几次还特意安排压轴演出
data/A11_15.wav	柳宗夏现年六十岁五十年代进入韩外务部工作一九九四年十二月任外交安保首席秘书
data/B2_489.wav	清代学者称追惟仲尼闻望之隆则在六籍孔子因首开私学整修古籍收徒讲学而成万世师表
data/B31_322.wav	十月十二日英军进犯宁波余步云又闻风而逃使英军轻而易举地占领了宁波
data/C22_670.wav	比赛采用双循环两局计分制在十轮共计二十场较量中定出胜负的只有八场而双方握手言和的有十二场
data/A34_71.wav	刘永纲等委员呼吁实行药品专营确保用药安全
data/A23_108.wav	如腌拌黄瓜将黄瓜洗净切片后用盐腌半小时左右食用时加糖醋麻油即可
data/B6_252.wav	所以这野兽有时候又特别地厌恶粗俗沉默寡言冷酷地凝望着人间
data/B31_306.wav	两位打工妹浴血勇斗四歹徒的事迹在苏州传开后各界人士和群众纷纷前往医院慰问英雄
data/C13_636.wav	交通部门责令曾某赔偿杨某亲属安葬杨某的部分费用及其它损失
data/B15_299.wav	在他们的带动下全村很快兴起栽桑养蚕热潮原先五六百亩荒坡荒堤被垦殖一空
data/C20_716.wav	国王特封她为扎基公主因此她与其兄哇集拉隆功王储一样拥有王位继承权
data/B31_450.wav	我们愿与广大读者一起耕耘教育这片沃土共享芬芳四溢的花香收获累累硕果
data/B32_430.wav	哈新都阿克莫拉原为阿克莫拉州首府人口约三十万距阿拉木图约一千公里
data/B12_339.wav	那次被打后我的手连筷子都拿不住刷过的锅以往一扬手就挂起来了可那次翘着脚也没挂上去
data/B33_273.wav	揆一又派四艘舰船从海上增援被郑军击沉一艘击伤两艘仓皇逃窜
data/B22_485.wav	刘寿春崛出肮脏的尖须忘记把吞烟的手收下来用呆钝的眼睛望着他
data/B12_259.wav	千百年来逐水草而居靠天养畜的藏族牧民开始在围栏内划片轮牧并利用农机具种草
data/C13_579.wav	她到过许多军营哨所慰问子弟兵到医院探望护理伤残军人约二千七百多人次
data/A34_18.wav	汪精卫一行人到了香港汪夫妇俩与陈公博等都是广东人有个副官与邝裕民是小同乡
data/C22_573.wav	至于业已结婚成家的人员可以不考虑农转非因为这些人农转非已无实际意义
data/A23_116.wav	鉴于此经研究决定海峡情专栏原定三月底结束现延至五月三十一日特此告知
data/C14_624.wav	如今在洱海湖面上三千多艘运输船捕捞船农用和养鱼船日夜穿梭忙碌
data/A2_188.wav	不久曹祯梧同志又多方奔走为他联系调往条件优越的内地某医院
data/B8_252.wav	所以这野兽有时候又特别地厌恶粗俗沉默寡言冷酷地凝望着人间
data/C6_723.wav	她的嗓音甜润且音域宽厚高低自然运用自如并有优美的装饰颤音
data/C23_600.wav	在塔山英雄团慰问演出时官兵们看完演出后用中华风骨战士本色来赞美演职员
data/B4_360.wav	我凑近杯口闻了一闻有点牛奶味又有椰子味还略带酒香
data/A7_239.wav	人类生存与发展仍然面临种种威胁与困扰国际形势仍存在诸多不稳定因素
data/C17_676.wav	在伦诺克斯大道一百四十五号街角边一个柏油篮球场一代篮球巨星张伯伦欧文渣巴就在这里诞生
data/C8_615.wav	陈独秀敢说敢做他领导了五四运动而群众运动也推动着他奋勇前进
data/B8_428.wav	姐妹俩性格恬静姐姐比较内向妹妹则外向一点儿但两人都生性爱水一见水就玩命
data/A32_80.wav	可发展纯棉全色被套印花被单钩边簇绒床罩床围枕套配套件等
data/A7_131.wav	去年二月未满十岁的徐敏又被上海前进业余进修学院录取继续学习新概念英语第四册
data/A8_87.wav	本版一一九二期杂文受好评一文内淮北文联应为淮南文联特此更正
data/A2_145.wav	你们大家吃苍蝇我也跟着吃苍蝇你们愿意吃蚊子我就跟着吃蚊子什么事不用问我
data/A23_102.wav	一进门我被惊呆了这户名叫庞吉的老农是抗美援朝负伤回乡的老兵妻子长年有病家徒四壁一贫如洗
data/B6_257.wav	去年四月中旬我镇税务所查获盐城市郊区某个体商贩在我镇从事石棉瓦经营业务
data/A32_132.wav	得到李公朴噩耗闻一多怒愤填膺拍案而起怒斥反动派卑鄙无耻
data/C8_678.wav	天心挂着蒙蒙的淡紫飘着片片的深红偶而有一丝金芒挣扎着逸向青靛的遥空
data/C4_527.wav	一路升降蜿蜒如行乱云叠浪之中那九十七米高的华严瀑布更似穿穴于翠丛的玉练
